NumHAcceptors,NumHDonors,anchor_end_PA,anchor_end_SA,anchor_end_CA,anchor_end_BA,anchor_end_O,anchor_end_SiO,anchor_end_N,anchor_end_S,alkyl_num,frag_sym,HOMO_calc,LUMO_calc,dipole,MPI,surface_min,surface_max,TPSA,MolLogP,PSA,control_PCE,MetalOxide_ITO,MetalOxide_NiOx,MetalOxide_SnO2,MetalOxide_TiO2,MetalOxide_ZnO,PCE
6,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,-6.538676,-0.436099,3.268158,13.56377,-41.88259,56.54862,158.82,-2.2061,172.32,19.47,0,0,1,0,0,21.66
2,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,-8.324041,0.418538,3.438028,21.33645,-32.70327,56.28012,80.39,-1.2521,76.99,18.22,0,0,1,0,0,20.41
3,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,-7.862175,0.416342,6.024559,23.7172,-37.45001,46.51481,80.39,-1.2096,106.97,18.22,0,0,1,0,0,19.62
3,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,-6.965249,0.621689,4.217277,19.04274,-34.8212,54.5529,80.39,-1.1671,108.55,18.22,0,0,1,0,0,19.22
3,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,-6.732921,0.705254,2.499595,17.76312,-34.47921,54.28596,80.39,-0.777,130.18,18.22,0,0,1,0,0,18.84
1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,1,-6.255163,1.438441,1.281546,7.10441,-40.0448,21.3925,26.02,0.7452,28.36,14.24,0,1,0,0,0,18.9
2,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,-6.439721,-2.760254,0.0,20.15963,-42.30942,42.36681,110.9,-0.404,96.87,20.82,0,0,0,1,0,22.52
12,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-8.067382,-0.331129,1.50051,16.92165,-41.60797,67.77043,400.56,-3.1326,268.18,19.66,0,0,1,0,0,21.82
5,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1,-8.815629,-3.130682,4.209032,14.82922,-22.58323,63.41105,105.58,0.7012,155.83,22.28,0,0,1,0,0,24.26
2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,-5.04283,1.164414,0.001676,7.9577,-33.91135,11.19322,6.48,-0.3824,21.09,20.5,0,0,1,0,0,23.6
2,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6,1,-6.303698,1.313198,1.346415,10.43894,-39.06901,39.99254,46.25,0.4978,61.14,21.3,0,0,1,0,0,23.58
4,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,-6.474197,-2.686245,1.9192,10.02886,-49.34277,52.39683,100.38,3.8464,114.69,19.73,0,0,1,0,0,20.5
1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,-6.370584,-0.33125,3.1398,9.56221,-38.53985,11.53632,17.07,2.0116,44.66,20.95,0,0,1,0,0,21.67
1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,-7.308692,0.234449,1.666657,7.50487,-35.90573,45.81512,37.3,2.2874,33.32,20.95,0,0,1,0,0,22.01
1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,-7.368053,0.084665,1.503902,7.29029,-35.52558,45.63442,37.3,2.6775,37.15,20.95,0,0,1,0,0,22.83
2,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-6.80861,-0.780968,1.49611,18.78751,-36.55656,51.3989,87.17,-0.89843,86.38,22.1,0,0,1,0,0,24.1
2,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,-5.993707,-0.090177,4.015145,16.89833,-45.5247,50.27925,90.41,-1.10373,119.91,20.0,0,0,1,0,0,20.8
3,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,-6.470152,-0.239265,3.046005,15.66967,-39.0273,52.19933,100.62,-1.127,103.07,20.02,0,0,1,0,0,22.63
2,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,-5.596679,-0.984315,1.994787,11.73293,-40.67787,50.91942,62.46,3.7524,173.62,18.87,0,1,0,0,0,19.5
2,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,-5.336094,-1.465168,2.757104,11.50925,-39.91065,51.69599,62.46,6.0588,222.72,18.87,0,1,0,0,0,20.19
3,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,-6.08046,-0.397062,2.504814,12.20302,-34.17815,51.65284,83.55,0.3466,100.38,20.21,0,0,1,0,0,22.17
1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,-7.612527,0.186782,1.616893,14.28336,-35.23395,46.57719,37.3,0.0909,56.08,18.84,0,0,1,0,0,20.56
2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,-6.64692,-0.652913,2.279892,10.7669,-31.95421,50.42976,63.32,0.7801,97.06,19.51,0,0,1,0,0,21.91
2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,-6.611366,-0.360252,2.238454,10.36228,-33.45076,49.0119,63.32,0.641,84.03,19.51,0,0,1,0,0,21.16
2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,-6.628331,0.057214,2.349416,13.35611,-34.75977,47.80752,63.32,-0.5818,69.17,19.51,0,0,1,0,0,20.6
3,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,-6.524858,-0.18068,2.432912,12.71824,-31.03815,51.29339,63.32,-0.6719,82.92,17.85,0,0,1,0,0,20.19
5,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,-6.131477,0.647078,4.361105,13.55154,-34.85902,53.72085,81.08,-1.5159,156.36,18.43,0,0,1,0,0,20.22
5,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-6.873256,-2.39629,3.281779,13.73656,-37.06058,45.59662,100.9,1.8785,168.93,21.75,0,0,1,0,0,23.42
1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,-6.029021,-0.733999,1.181012,9.19824,-15.5758,28.52779,0.0,2.1144,62.91,21.29,0,0,1,0,0,23.09
3,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10,1,-7.460739,-2.777502,2.25814,10.4531,-35.84653,46.07665,74.68,2.5069,117.55,18.88,0,0,1,0,0,20.94
0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-5.649514,-0.386105,2.263912,10.93566,-21.34253,44.39048,15.79,2.1679,72.78,20.58,0,0,1,0,0,21.76
0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-5.892001,-0.696895,4.007522,11.92065,-17.5834,48.01478,15.79,2.8213,98.42,20.58,0,0,1,0,0,22.47
4,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,0,-7.733736,-0.29774,2.844996,16.93823,-36.50146,49.66623,132.13,-1.2485,133.31,21.1,0,0,1,0,0,23.1
3,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,0,-5.732439,-0.195954,1.198115,12.62014,-32.91709,56.0488,77.76,1.115,106.38,19.21,0,0,1,0,0,20.51
4,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,-5.691817,-0.141187,2.138637,14.33117,-40.14988,49.95223,103.78,0.0522,123.91,19.21,0,0,1,0,0,21.46
3,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-5.199594,-1.14978,2.782927,10.47704,-20.65609,37.63544,26.02,4.8514,134.85,19.91,0,0,1,0,0,21.53
4,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,-5.989212,1.216593,0.0049,9.23527,-29.31415,13.71016,12.96,-1.0198,62.72,20.7,0,0,1,0,0,22.37
2,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,-6.72655,-1.088617,4.265369,12.42975,-18.26319,62.06059,40.46,-0.3554,74.04,20.38,0,0,1,0,0,22.36
3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,-8.612776,1.092851,0.000762,15.21833,-24.53259,42.00198,60.69,-2.0518,54.33,18.71,0,1,0,0,0,21.4
4,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,-6.510195,-1.487381,0.0001,8.49428,-24.59077,16.41784,36.92,1.984,97.65,20.71,0,0,1,0,0,22.04
3,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,-6.69722,0.642409,2.396724,16.57434,-45.08162,54.17392,92.78,-0.9456,99.1,15.61,0,0,1,0,0,18.48
3,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,-5.671837,-0.089848,2.066485,8.31109,-39.23055,38.82457,58.56,3.7896,111.77,20.34,0,0,1,0,0,22.24
4,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,-6.541418,0.035274,5.012355,17.12796,-36.9189,56.52112,104.24,-0.10903,145.97,20.49,0,0,1,0,0,22.52
1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,-7.026015,-1.134394,3.850693,10.64378,-50.11809,26.7244,17.07,2.6303,106.0,18.94,0,0,1,0,0,20.1
1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,-7.167873,-1.218544,4.074545,10.6515,-49.03643,22.45423,17.07,2.1971,96.47,18.94,0,0,1,0,0,22.14
2,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,-6.73618,-1.609666,1.049336,9.36161,-32.65351,48.17398,37.3,2.2088,55.92,19.12,0,0,1,0,0,21.12
2,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,-7.556743,-1.84498,3.304745,13.62646,-48.30219,49.43371,50.19,0.9189,73.5,20.55,0,0,1,0,0,22.82
1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,-7.083299,-2.043833,1.447382,7.69213,-29.29715,53.09679,37.3,2.9098,48.69,19.19,0,0,1,0,0,22.27
1,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,-5.381006,0.113695,4.8842,22.47306,-31.29651,48.24131,52.04,-0.8113,87.45,22.4,0,0,1,0,0,24.42
4,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,-5.861045,-0.360451,2.318879,11.55605,-39.25663,47.54962,64.99,1.3395,126.47,20.0,0,0,1,0,0,21.5
4,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1,-5.818325,-0.056039,2.592421,11.70835,-39.04305,47.53337,64.99,1.7296,147.28,20.0,0,0,1,0,0,22.2
1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,-5.470502,-0.709982,4.346644,17.85282,-31.05829,45.70277,26.02,0.2924,82.2,13.06,0,0,1,0,0,15.15
3,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,-5.647784,-2.463045,5.823131,10.4423,-41.55592,46.9142,64.33,5.14798,164.4,19.97,0,1,0,0,0,20.94
2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,-6.813648,-0.72616,2.374528,11.0475,-33.69439,55.90224,57.53,0.8046,81.11,14.9,0,1,0,0,0,18.42
3,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,-6.329531,-0.106596,2.600958,15.49144,-34.18615,49.87616,86.63,-1.2548,111.56,22.32,0,0,1,0,0,24.02
1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-6.085833,-0.89571,3.830323,9.82191,-18.26459,43.58585,26.02,2.8538,65.48,20.48,0,0,0,1,0,23.51
3,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-7.558881,-0.008198,2.498324,15.68623,-31.90829,60.32609,135.29,-0.9922,115.69,23.07,0,0,1,0,0,24.17
1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-6.105289,-0.503643,3.56608,12.94225,-42.36027,48.30024,28.68,1.87132,90.38,19.5,0,0,1,0,0,21.6
3,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,-6.331816,-0.515593,2.868572,13.28442,-24.01528,57.4652,40.46,-0.5721,82.32,19.74,0,0,1,0,0,21.8
2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,-7.847097,-0.200478,2.339515,17.29779,-33.47366,52.29552,74.6,-0.4543,90.96,21.59,0,0,1,0,0,22.61
3,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,-7.572878,-1.528623,0.22941,19.01857,-28.37263,43.82806,75.27,-1.2575,116.23,21.59,0,0,1,0,0,22.79
3,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,-6.316323,-0.009961,1.204001,12.2398,-30.91844,47.02851,63.32,0.1067,91.72,22.44,0,0,1,0,0,24.09
2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,-6.659307,-2.042221,1.1789,7.55805,-54.47959,19.92288,25.78,4.0898,65.86,18.41,0,0,0,0,1,21.15
2,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,-6.982781,-1.852004,1.810607,10.59021,-33.83397,48.12646,37.3,2.0997,63.15,18.41,0,0,1,0,0,21.07
1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-6.038194,0.696568,3.612213,14.49719,-46.02409,46.92526,28.68,0.71812,69.15,17.48,0,0,0,1,0,19.45
1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,-6.828826,-0.695577,2.7376,8.57184,-40.44926,17.11924,12.89,2.3791,50.71,16.14,0,0,0,1,0,17.58
1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,-8.170444,0.791539,3.26627,15.86975,-28.58228,53.59812,20.23,0.541,78.66,19.17,0,0,1,0,0,20.92
4,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,-6.257537,-0.709311,6.856043,17.05189,-48.43535,51.91484,76.21,0.3524,98.57,17.01,0,0,0,0,1,19.74
1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,1,-7.659305,0.814843,1.534971,6.10434,-44.12721,47.93701,57.53,6.4256,64.71,16.7,0,1,0,0,0,18.8
7,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,-4.929117,-2.608279,6.569852,8.95216,-36.67319,44.46366,84.78,8.2105,198.04,20.8,0,1,0,0,0,24.8
7,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,-5.053883,-2.835468,11.329007,9.35992,-45.28635,29.9312,84.78,8.3496,209.44,20.8,0,1,0,0,0,24.0
8,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,-4.909945,-2.563012,4.296115,9.41108,-35.98097,48.08111,122.08,7.9087,211.74,20.8,0,1,0,0,0,23.1
1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,-7.796018,0.834155,1.23218,17.06377,-43.35901,48.64122,57.53,-0.2061,77.31,22.87,0,0,1,0,0,23.6
3,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,-6.69722,0.642409,2.396724,16.57434,-45.08162,54.17392,92.78,-0.9456,99.1,22.87,0,0,1,0,0,24.35
4,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,-5.993008,-2.287202,1.521291,5.50497,-19.15591,19.01521,50.94,4.38542,47.37,18.36,0,0,1,0,0,20.34
2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,-7.315505,-0.832321,1.44158,15.44211,-34.4013,51.09233,65.98,0.1079,75.45,21.28,0,1,0,0,0,23.77
4,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,-6.689734,-0.01164,3.529084,19.10913,-57.33473,43.50895,110.24,-2.6437,124.3,20.63,0,0,1,0,0,22.11
3,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,-7.296008,-2.189065,4.1169,15.4137,-38.65546,52.01195,87.74,0.676,92.72,21.54,0,0,1,0,0,24.53
4,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,1,-6.143101,0.835353,2.580468,8.91314,-26.92065,17.17041,27.69,1.1844,85.64,18.3,0,1,0,0,0,21.0
3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,-5.392088,-0.877305,3.3897,11.13766,-26.15425,20.35379,9.86,2.24629,110.91,22.08,0,1,0,0,0,25.05
3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,-5.684481,-0.344157,1.9693,10.32112,-40.39691,17.58813,26.93,0.877,90.28,22.08,0,1,0,0,0,23.68
2,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,-6.370531,-1.526672,1.677111,9.13488,-35.93596,22.65666,23.06,1.7553,69.73,22.87,0,0,1,0,0,25.07
2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,-6.128068,0.216,2.156158,10.70155,-36.06541,45.87851,49.33,0.0706,56.49,22.04,0,0,1,0,0,23.81
2,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,-7.043587,0.057071,1.970774,11.49656,-33.45225,48.36193,46.53,0.4976,73.31,22.04,0,0,1,0,0,25.52
2,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,-6.012939,0.017724,2.093483,11.37109,-33.01542,48.80109,37.3,1.2142,84.35,22.04,0,0,1,0,0,26.18
2,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,-6.587525,0.789655,2.335789,16.0702,-44.21184,49.48207,83.55,-0.8772,90.85,24.54,0,0,1,0,0,26.4
2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,-6.536395,-1.447588,3.709788,13.82579,-39.79044,46.2323,63.3199999999999,1.5234,91.11,16.89,0,1,0,0,0,20.51
6,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,-6.46865,-0.989011,3.784153,14.53001,-38.16068,61.43088,85.22,0.3909,137.91,22.14,0,0,1,0,0,24.04
6,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,-5.681105,-2.166039,0.0,16.83647,-38.86576,45.04868,120.32,2.4774,208.59,22.19,0,1,0,0,0,25.0
3,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,-6.049537,0.055533,1.982952,12.84826,-35.46341,48.65234,63.32,0.1514,111.67,22.7,0,0,1,0,0,25.39
2,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0,-6.15776,0.171677,3.882464,14.98425,-44.08546,46.41717,99.2,-0.66573,106.97,18.85,0,0,1,0,0,20.78
1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,-7.354783,-1.132888,2.819429,12.92322,-45.3083,51.22075,37.3,0.7789,85.78,19.82,0,0,1,0,0,22.81
2,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,-7.408861,-2.011885,5.564804,15.63813,-42.79352,27.17772,50.19,0.7798,92.33,16.31,0,1,0,0,0,16.34
2,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,-7.211509,-1.85143,3.239027,11.83145,-35.33925,51.00018,50.19,0.7798,71.18,16.31,0,1,0,0,0,18.13
2,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,-7.261424,-2.045861,1.894267,11.03408,-34.44694,52.84255,50.19,0.7798,66.37,16.31,0,1,0,0,0,17.66
2,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,-5.467076,-0.801045,2.842542,10.8587,-39.55699,52.30167,60.77,5.9469,187.26,19.93,0,1,0,0,0,23.07
